,Unnamed: 0,Description
458,458,job breathe life data komodo health mission reduce global burden disease believe smarter use data essential mission built healthcare map industry largest complete precise view u healthcare system combining de identified real world patient data innovative algorithms decades clinical experience healthcare map serves foundation powerful suite software applications helping us answer healthcare complex questions partners across healthcare ecosystem helping clients unlock critical insights track detailed patient behaviors treatment patterns identify gaps care address unmet patient needs reduce global burden disease pursue goals remains essential us stay grounded values awesome seek growth deliver wow enjoy ride komodo joining team ambitious supportive dragons diverse backgrounds shared passion deliver mission reduce burden disease enjoy journey along way opportunity komodo health komodo data scientists address critical challenges customers working one comprehensive datasets covering us healthcare platform team focus developing analytical approaches enrich illuminate data scale broad set use cases solving problems tie back real health outcomes take pride quality impact solutions offer effort partnering product managers data full stack engineers customer facing teams deliver komodo mission reducing global burden disease looking back first months komodo health immersed several specific healthcare challenges faced customers thoughtful application data science material impact collaborated product managers develop analytics underlying visualizations inform data driven decisions users become key contributor python sql codebase underlies komodo latest cutting edge product offerings worked open source tools like dbt apache superset engaged data scientists across platform understand breadth problems komodo tackles provided valuable feedback bring komodo health deep interest solving problems facing healthcare system us today fluency analytical modeling approaches effective solving real world problems healthcare eda regression statistical methods good judgment choosing appropriate level complexity problem hand proficiency python sql willingness learn new technologies needed experience data visualization either using python libraries bi tools like tableau superset domo etc experience efficiently computing large scale data background version control familiarity best practices collaborative software development collaborative approach puts team achievements first clear written spoken communication technical non technical stakeholders compensation komodo health committed providing competitive compensation roles komodo health carefully consider multiple factors determining compensation including skills experience location balancing internal equity relative peers company targeted base salary range data scientist role plus competitive bonus equity package work komodo health hybrid work model recognize power choice importance flexibility well company individual dragons roles may completely remote based anywhere country listed remote based specific region local commuting distance one hubs san francisco new york city chicago remote work options offer top commitment providing competitive fair pay roles komodo health proud offer robust inclusive benefits dragons komodo health offer global time programs extensive internal external career development learning opportunities multiple affinity groups celebrating team diversity annual wellness productivity stipend support healthiest best self equal opportunity statement komodo health provides equal employment opportunities applicants employees prohibit discrimination harassment type regard race color religion age sex national origin disability status genetics protected veteran status sexual orientation gender identity expression characteristic protected federal state local laws
459,459,job position title data analyst type role contract months possible extension w contract onsite requirements remote project description flashii app inc currently seeking data analyst top fortune client data analyst responsible helping scale team operations data analyst help generate reports analyses perform data mining tasks using programming languages visualization spreadsheets roles responsibilities support data scientists team help scale operations generate reportsperform data mining tasks using programming languages sql r python visualization spreadsheets bring year web analytics data science product analytics experiencefluency sql scala pythonfamiliarity web analyticsexcellent communication collaboration skillsknowledge b testing data science techniquesexperience macos ios environment flashii flashii app inc full service recruiting solutions company takes care everything sourcing vetting boarding retention partner top fortune clients working hand hand extension team build manage world best remote teams job done
460,460,job office position located fresno ca stardom proud partner stellar company search highly skilled motivated data analyst join team company beautiful office north fresno great leadership team data analyst responsible collecting analyzing interpreting complex data sets order provide valuable insights recommendations various stakeholders within organization ideal candidate advanced user power bi experience workday sql scripting python responsibilities collect analyze interpret complex data sets using various analytical tools including power bi workday sql scripting python develop maintain data models dashboards reports using power bi identify trends patterns insights data inform business decisions collaborate various stakeholders within organization provide valuable insights recommendations develop maintain data driven solutions complex business problems ensure data quality accuracy identifying resolving data anomalies requirements bachelor degree computer science statistics related field years experience data analyst related role advanced user power bi experience developing data models dashboards reports intermediate experience workday sql scripting python ability work large complex data sets strong analytical problem solving skills excellent communication collaboration skills highly motivated skilled data analyst advanced power bi skills experience workday sql scripting python encourage apply exciting opportunity fantastic agricultural company offers generous financial rewards professional development excellent benefits perks sense community well career growth company offers excellent training organziation proud add resume
461,461,job position summary love use data challenge status quo love cutting edge data science work define business strategy like work team pushes bar providing data driven insights place opportunity knocks walmart ecommerce marketplace strategy analytics team obsessed finding ways help customers live better raising bar entire industry along way play crucial role shaping future shopping working crazy talented people environment values kindness transparency energy startup scale fortune one ultimate innovator playground hungry career catapult ideas action read principal data scientist forecasting marketplace strategy analyticsis critical thought leadership role uses cutting edge machine learning statistics techniques create accurate forecasts help company continued success forecasting lead influence leaders various areas working alongside engaged forward thinking team reporting director data science hands coding develop forecasting models lead business partners planning executing setting right goal role great opportunity show case advanced data science skills tell authentic compelling story differentiate us one top places work sweep us feet years experience financial forecasting using statistical methods time series machine learning techniques experience partnering planning forecasting teams generate results define organizational goals kpis experience explaining complex model outputs senior executives influencing business strategies experience end end model development deployment lifecycle e prototyping model development putting models productionstrong experience python r forecasting methodologies machine learning statistics experience sql cloud technologies like google bigquery databricks presto etc experience data visualization tools tableau looker microsoft power bi make impact employ cutting edge data science statistics machine learning forecasting model development predict gmv traffic volume performance etc data preparation wrangling modeling predict various outcomes using tools r python notebooks sql scikit learn pandas etc operationalizing finalized forecasts deploying models production environments monitoring model performance making improvements maintain model health influence ecommerce business strategy cutting edge forecasts results help goal setting tracking adjustments consult across diverse teams finance planners analysts data scientists business leadership executives teams provide insights forecasting methods resultsdriver modeling highlight interpret factors drive forecastscontinuous monitoring refinement improvement forecast accuracydetect root causes changes forecasts sales supply chain customer finance operational kpis etc effectively communicate results various stakeholders qualifications bachelors degree statistics economics analytics mathematics computer science information technology related field years experience analytics related field masters degree statistics economics analytics mathematics computer science information technology related field years experience analytics related field years experience financial forecasting benefits perks beyond competitive pay receive incentive awards performance great perks include k match stock purchase plan paid maternity parental leave pto multiple health plans much walmartjoin walmart work could help million global customers live better every week yes fortune company quickly find company wants feel comfortable bringing whole self work career walmart world complex challenges meet kinder way life mission spreads far beyond walls stores join us discover world leader diversity inclusion sustainability community involvement day one empowered equipped best work life
462,462,job tech research performs applied research accelerate pace building ai enabled applications game teams establish ai core capability riot staff data scientist tech research team lead engagement r game team develop ai agents play game like human high skill level responsible end end development agent well infrastructure required train agent integrate agent features required game teams responsibilities propose implement evaluate algorithms play games like human high skill levelwork game teams propose define develop ai enabled features e g practice opponents metagame analysis player coaching define gather game state game server needed trainingoptimize distributed deep learning training infrastructure including algorithms hyperparameters cpu memory oinform manage stakeholders game teams required qualifications ms computer science equivalent years relevant experience bs computer science equivalent years relevant experience years experience deep learning years experience reinforcement learningpythonpytorch tensorflowfamiliarity gcp awsability read research papers implement similar ideas desired qualifications knowledge fundamentals game theory game development game engine unreal experiencedistributed computing systems design role find success craft expertise collaborative spirit decision making prioritizes delight players looking past studies experience personal relationship games embody player empathy care experiences players could role perks riot focuses work life balance shown open paid time policy perks flexible work schedules offer medical dental life insurance parental leave spouse domestic partner children k company match check benefits pages information riot games fosters player workplace experience values teamwork embodied summoner code community code culture embraces differences strength values guiding principles approach work committed putting diversity inclusion center everything promoting fair collaborative culture rioters treat one another dignity respect encourage read value thriving together ongoing work build inclusive company gaming los angeles base salary range usd usd incentive compensation equity k company match medical dental vision life insurance short long term disability open pto redwood city base salary range usd incentive compensation equity k company match medical dental vision life insurance short long term disability open pto policy provide equal employment opportunity applicants members riot games inc riot games makes reasonable accommodations handicapped disabled rioters unlawfully discriminate basis race color religion sex sexual orientation gender identity expression national origin age handicap veteran status marital status criminal history category protected applicable federal state law including city los angeles fair chance initiative hiring ordinance relating applicant criminal history lamc
463,463,job job reference br job type full time role excellent problem solver passionate technology innovation technology leader community organizer wants improve engineering culture organization ndo love learning agile way life looking sw engineer lead sw engineer hands problem solver technical expert collaborate proof concepts pilots minimum viable products business cases quality control connect influence business contribute design system participating architecture technical discussions team build maintain applications agile environment team working cdio group functions artificial intelligence data analytics ada team weehawken nj diverse self organizing team based india poland switzerland uk us provide usable products platforms services risk finance leveraging disruptive technologies like machine learning diversity helps us grow together committed fostering advancing diversity equity inclusion strengthens business brings value clients expertise react angular typescript html css data visualization libraries python java spring boot test driven development continuous integration deployment containers kubernetes azure microservices factor patterns devops automation ci cd pipeline effective unit testing well effective usage oo design patterns caching performance optimization data science ml nlp bert recommendation models data structures us ubs world largest truly global wealth manager operate four business divisions global wealth management personal corporate banking asset management investment bank global reach breadth expertise set us apart competitors employees presence major financial centers countries want one us hire role requires assessment application learn hire www ubs com global en careers experienced professionals html join us ubs embrace flexible ways working role permits offer different working arrangements like part time job sharing hybrid office home working purpose led culture global infrastructure help us connect collaborate work together agile ways meet business needs gaining new experiences different roles acquiring fresh knowledge skills know great work never done alone know people unique backgrounds skills experience levels interests drive ongoing success together ready part teamubs make impact disclaimer policy statements ubs equal opportunity employer respect seek empower individual support diverse cultures perspectives skills experiences within workforce
464,464,job secure nation ignite future become integral part diverse team working industry leading organization employees come first mantech help protect national security working innovative projects offer opportunities advancement currently mantech seeking motivated career customer oriented research analyst join team remote position anywhere us responsibilities include limited works agile development environment focused operational medicine data analytics informatics collaborate data analysts collect analyze data design develop support various analytical reports data visualizationsextract data various systems work team convert actionable business insightsstructure large data sets find usable information analyze end user reporting requirements develop reports dashboards per business needswork team analysts associates process information create presentations reports based recommendations findings assist ongoing data architecture processes governance research collect data assist process development data analysis works clinical operational medicine smes support requests data needed participates implementation clinical information management systems understands system requirements integrate development health information technology systems applicable applies appropriate methods identifying information business technical requirements meet user complex unique health information technology needs works well autonomously team environment basic qualifications years experience sap business intelligence toolsetexcellent communication report writing skillsstrong problem solving troubleshooting skillscritical thinking attention detailsolid organizational skills including multitasking time managementstrong client facing teamwork skills preferred experience experience power biexperience performing data analysis research informatics military healthcare particularly operational medicine projected compensation range position differentiating factors impact final salary hourly rate including limited contract wage determination relevant work experience skills competencies align specified role geographic location remote opportunities education certifications well federal government contract labor categories addition mantech invests employees beyond compensation mantech benefits offerings include dependent upon position health insurance life insurance paid time holiday pay short term long term disability retirement savings learning development opportunities wellness programs well optional benefit elections positions requiring access technology software source code subject export control laws employment company contingent either verifying u person status obtaining necessary license applicant required answer certain questions export control purposes information reviewed compliance personnel ensure compliance federal law mantech may choose apply license individuals whose access export controlled technology software source code may require authorization may decline proceed applicant basis alone mantech international corporation well subsidiaries proactively fulfills role equal opportunity employer discriminate employee applicant employment race color sex religion age sexual orientation gender identity expression national origin marital status physical mental disability status disabled veteran recently separated veteran active duty wartime campaign badge veteran armed forces services medal characteristic protected law require reasonable accommodation apply position mantech online applicant system please contact mantech corporate eeo department mantech affirmative action equal opportunity employer minorities females disabled protected veterans urged apply mantech utilization external recruitment job placement agency predicated upon full compliance equal opportunity affirmative action policies mantech accept resumes unsolicited recruiting firms pay fees unsolicited services qualified individual disability disabled veteran right request accommodation unable limited ability use access http www mantech com careers pages careers aspx result disability request accommodation please click careers mantech com provide name contact information
465,465,job job description position description engage data exploration modeling research augment investment process within asset management business part process leverage new techniques methods well alternative data sources add value portfolios includes carrying analysis partnership research analysts portfolio managers investment professionals individual credits sectors asset classes portfolios strategies domains research position based boston individual ideally spend one day per week merrimack nh office primary responsibilities engage fixed income high income alternatives global asset allocation businessesrespond variety quick turnaround requests data analysisengage medium long term research oriented projects data modelingcollaborate research analysts portfolio managers investment professionals well technology groups supporting initiativesparticipate team meetings present findings investment professionalsmonitor market conditions developments within various asset classesmaintain current model outputkeep new developments ai machine learning alternative data education experience master degree foreign education equivalent statistics applied mathematics data science engineering closely related field encouragedexposure interest asset management investment research years relevant work experience skills bring ability engage data science research process including data exploration model development evaluation training validation deploymentability work large unstructured datasetssolid foundation statistics related technical subject areasstrong ability program using pythonexperience using related programming languages analysis tools eg matlab r familiarity data visualization certifications company overview fidelity investments privately held company mission strengthen financial well clients help people invest plan future assist companies non profit organizations delivering benefits employees provide institutions independent advisors investment technology solutions help invest clients money join us fidelity find endless opportunities build meaningful career positively impacts peoples lives including take advantage flexible benefits support every stage career empowering thrive work home honored glassdoor employees choice award recognized employees best place work need finance background succeed fidelity offer range opportunities learning build career always imagined fidelity goal people work flexibly way balances personal business needs time onsite offsite calling dynamic working invite find fidelity fidelitycareers com fidelity investments equal opportunity employer believe effective way attract develop retain diverse workforce build enduring culture inclusion belonging fidelity reasonably accommodate applicants disabilities need adjustments participate application interview process initiate request accommodation contact hr accommodation team sending email accommodations fmr com calling prompt option
466,466,job description need expand analytic data capabilities support commercial real estate cre analytics transition data sources edp develop tableau dashboards support sales pricingthis roll staff augmentation data developmentsupport data transition edp build tableau dashboardswork python transition pricing models tableausupport cre team analytics partner dna support client data analytics must haves knowledge structured data relational databasessqlsas rpythontableau preferred nice haves programming knowledge c net othersexperience commercial lending productsweb developmentapi development deploymentdata transfer knowledge mulesoft mft etc
467,467,job seeking qa selenium tester become integral part team develop execute software test plans order identify software issues responsibilities devise implement test strategies adequately assess software aspectsinvestigate recreate reported defectswork engineers troubleshoot resolve coding issuestrack document testing defects resolutionsparticipate design development test automation supportqualifications previous experience software development quality assurance related fieldsknowledge java python programming languagesfamiliarity relational databases mysql oracle sql serverstrong root cause analysis skill
468,468,job role seeking individual join investment professional development team schonfeld passion investment management industry strong technical background process driven approach create strong relationships portfolio managers analysts internal stakeholders business development risk hcm technology able communicate effectively others individual work within investment professional development team create career growth development opportunities investment professionals role entails working analysts enhance alpha returns best class programming research tools resources person responsible building analytics measure assess leverage analyst talent also executing analyst development program initiatives bring need bachelor degree years minimum experience graduate training program strong technical skills data analytics demonstrated experience investment management industrydemonstrated comprehension passion global financial marketsexperience detailed understanding fundamental investment processexperience proficiency creating performance analytics reports via python sql powerbiability plan execute training programstrong communication skills culture firm ethos embedded people talent strategy mantra drives approach initiatives firm believe success people putting talent else top priority schonfeld strives create environment people thrive foster teamwork oriented collaborative environment ideas level encouraged shared development advancement talent honed interactions learning educational offerings opportunities make impactful contributions schonfeld strive cultivate sense belonging throughout employees diversity equity inclusion forefront mission firm committed creating hiring process fair also welcoming supportive daily basis employees welcome diversity across identity thought people views serves foundation culture success learn dei initiatives belonging schonfeld schonfeld strategic advisors multi manager platform invests capital internal partner portfolio managers primarily exclusive semi exclusive basis across four trading strategies quantitative fundamental equity tactical trading discretionary macro fixed income created unique structure provide global portfolio managers autonomy flexibility support best enable maximize value businesses last years schonfeld successfully capitalized inefficiencies opportunities within themarkets developed invested heavily proprietary technology infrastructure risk analytics continue capitalize new opportunities launched newest strategy discretionary macro fixed income part continual growth schonfeld investible universe portfolio exposure expanded across americas europe asia well multiple asset classes products base pay role expected expected base pay range based information time post generated role may also eligible forms compensation performance bonus competitive benefits package actual compensation successful candidate determined based variety factors skills qualifications experience
469,469,job location wfhduration contract hiretarget compensation k k leading saas company partnered firm search data analyst person role supporting centralized data management team including cio interested joining organization empowers employees innovative connect responsibilities data analyst work closely technology engineering marketing procurement departments pull data review accuracy consistently work members team improve accuracy reliability centralize dashboards prepare internal meets present reporting analysis create power bi reporting dashboards manage update existing reporting identified senior leadership qualifications years data analyst experience must able pull analyze data microsoft sql experience needed proficient working power bi data visualization advanced expert level excel skills demonstratable ability efficiently create advanced dynamic data modeling strong interpersonal skills desire work fast paced growth model environment demonstrate effectively communicate levels organization hands position successful candidate roll sleeves succeed equal opportunity employer make hiring decisions based merit recruitment hiring training job assignments made without regard race color national origin age ancestry religion sex sexual orientation gender identity gender expression marital status disability protected classification consider qualified applicants including criminal histories manner consistent state local laws including city los angeles fair chance initiative hiring ordinance
470,470,job description seeking highly motivated flow cytometry scientist join flow lab team managing day day activities flow cytometry core lab new research facility work closely multiple principal investigators pathologists clinical research scientists ensure accurate relevant reproducible data responsible day day flow cytometer instruments operation lab organization implement develop operation procedures routine qc maintenance troubleshooting instruments experiments maintain clean aseptic cell sorting environment maintain document daily core activities adhere implemented electronic record keeping data management systems provide advanced technical skills application flow cytometry cell sorting technologies solve research problems advance discovery translational clinical research pipeline oncology independently consistently execute highly complex sorting well design optimize execute high parameter flow cytometry experiments following best practices field develop deliver scientific reports form oral presentation writing consult train researchers operation flow cytometry analyzers cell sorters data analysis aid development new flow cytometry experimental assays execution data interpretation maintain advanced level scientific knowledge keep current developments trends field flow cytometry opportunity collaborative work groups across scientific disciplines maintain close communication cross functional teams plan execute assays flow cytometry related research projects qualifications bs ms biology related field years bs years ms pharmaceutical relevant experiencestrong interpersonal verbal written communication skillsstrong organizational skills detail oriented multitasking capabilitiesprevious cell molecular biology research laboratory experienceknowledge lab safety procedures requirements waste disposal guidelinesmaintain detailed organized experimental recordsability conduct report scientific experiments findingsability safely handle potentially biohazardous materials biological materials blood cultured cells light lifting regular basis preferred qualifications minimum years experience flow cytometryhands experience operating troubleshooting flow cytometers hardware softwarecore facility shared resource environment technical skills performing multiparameter flow cytometry analyzing datatechnical skills cell culturing working aseptic conditions sample preparation cell stainingdemonstrated expertise developing optimizing cell based assayswork independently multitask fixed timelinesagile adaptable contribute various projects outside collaborate partners relevant functionsproactively support team team player foster strong cross team cross functional collaborationsprior experience customer service activitiescytometry certification scym ascp cm eoe healthcare insurance synectics offers eligible employees dependents healthcare coverage bluecross blueshield illinois eligibility begins st day calendar month following days continuous full time employment synectics premiums subsidized synectics dental insurance synectics offers eligible employees dependents dental plan metlife eligibility begins st day calendar month following days continuous full time employment synectics vision insurance synectics offers eligible employees vision insurance vsp eligibility begins st day calendar month following days continuous full time employment synectics technical certification bonus synectics pleased award employees bonus approved professional certification determining bonus amount synectics consider cost test certification relating current position achieved employment us one certification bonus per calendar year may awarded per employee current active employees eligible receive bonus awarded days synectics office received documentation confirming successful completion certification
471,471,job offer opportunities expand engineering scientific knowledge amidst experts degrees top programs universities exponent apply experience technical skills prior academic research fulfilling career consulting opportunity develop continuously formal informal development programs coaching mentoring involvement wide array projects excited interest joining growing team key statistics team members consultants ph offices globally currently seeking battery scientist engineer practice phoenix arizona role work part multi disciplinary team solve challenging real world problems related batteries energy storage electrochemistry clients tasked designing running battery cycling abuse experiments presenting findings within exponent clients position may require travel involve collaboration scientists engineers exponent offices practices covering wide range industries long term success exponent require continue grow professionally expert field well develop business obtaining new projects bringing new clients firm responsible conducting hands failure analyses quality assessments batteries battery containing devices designing executing laboratory tests support battery failure analysis abuse testing quality assessment projects performing materials characterization using techniques photography optical microscopy scanning electron microscopy sem x ray computed tomography ct scanning electrochemical analysis techniques analyzing data reporting results appropriate technical level intended audience organizing managing multi disciplinary projects communicating working effectively exponent staff many technical disciplines various offices levels company following skills qualifications ph chemistry chemical engineering materials science similar field knowledge electrochemistry required specialized knowledge lithium ion battery technology preferred work research experience advanced battery chemistries secondary lithium metal solid state plus strong laboratory hands experience required experience working battery coin cell assembly cathode anode electrolyte development battery cycling testing preferred experience performing battery materials characterization via ct sem xrd nmr plus excellent verbal written communications skills required must able convey complex technical information individuals engineering business legal related industries ability work within project teams strong desire contribute collaborate potential technical project managerial leadership applicants encouraged submit cv curriculum vitae publications feel free include publications review pending restricted page learn life exponent impact please visit following links value encourage diversity equity inclusion across facets firm team built people different backgrounds skills perspectives allows us provide better value clients enjoy enriched work environment firm committed offering variety programs resources support health well believe providing competitive benefits well compensation recognition programs empowers staff work makes difference exponent proud equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex national origin veteran status disability sexual orientation gender identity protected status need assistance accommodation due disability may email us
472,472,job contractor work model onsite remote hybrid onsite job requirements successful candidate minimum bachelors degree scientific discipline ht htl ascp certification desired required minimum years working experience histopathology including experience required industry experience preferred experience developing ihc ish assays novel targets lab project management plus strong written oral communication skills critical candidate need work well within team strong interpersonal skills candidate familiar using word processing spreadsheets powerpoint presentation software formatted job description seeking highly collaborative histotechnologist join translational pathology group san diego site successful candidate act histology technical authority communicate scientists pathologists help coordinate prioritize projects histotechnologist focus histology tissue processing ihc ish multiplex protocol development supporting histopathology projects oncogenesis io ct trc including new target evaluation preclinical animal studies biomarker research discovery proof concept studies responsibilities include limited following responsible tissue trimming xenografts pdx models processing embedding making microscopic slides h e special stains troubleshoot tissue slide problems qc prepared slides seeking highly collaborative histotechnologist join translational pathology group san diego site successful candidate act histology technical authority communicate scientists pathologists develop execute ihc ish multiplex assays using autostainers scan organize images work closely md pathologist present updates project teams assist maintaining tissue bank slide block storage antibody databases share responsibilities purchasing laboratory supply inventory troubleshoot instrument issues contact lab services team maintenance repair document work accurately contribute writing sops train others areas expertise requirements successful candidate minimum bachelors degree scientific discipline ht htl ascp certification desired required minimum years working experience histopathology including experience required industry experience preferred experience developing ihc ish assays novel targets lab project management plus strong written oral communication skills critical candidate need work well within team strong interpersonal skills candidate familiar using word processing spreadsheets powerpoint presentation software system one subsidiaries including joulé alta services cm access mountain ltd leaders delivering outsourced services workforce solutions across north america help clients get work done efficiently economically without compromising quality system one serves valued partner clients offer eligible employees health welfare benefits coverage options including medical dental vision spending accounts life insurance voluntary plans well participation k plan system one equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex including pregnancy childbirth related medical conditions sexual orientation gender identity age national origin disability family care medical leave status genetic information veteran status marital status characteristic protected applicable federal state local law
473,473,job discover full potential tetra tech collaborating industry leading experts sustainable future world combine consulting engineering advanced analytics technology solve world complex challenges innovation hubs across globe enable share ideas best practices growing professional network wherever career journey benefit working world class engineers scientists technical specialists apply today join company leading science tetra tech seeking highly motivated entry level consultant join tucson office role staff environmental scientist perform field office tasks assigned project manager associated environmental assessments hydrogeological studies subsurface investigations remediation monitoring projects sampling soil soil vapor sediment surface water groundwater oversight subcontractors geologic mapping soil bedrock logging maintaining site safety security production maps data interpretation evaluation deliverable preparation role utilize basic scientific principles theories practices existing technologies develop solutions technical problemssupport collaborate project staff site assessment remediation field tasksimplement field investigations including air soil gas soil groundwater sampling programs direction registered professional geologist engineersupport environmental compliance mining clientsimplement remedial activities conduct system operation maintenance commercial industrial sitesoversee drilling evaluate subsurface conditions install groundwater wellsoversee subcontractors prepare detailed field reportingperform data analysis including preparation interpretation maps tables figuresprepare technical reports plans specifications permit applicationsfollow corporate health safety standards qualifications years experience environmental services consultingb degree geology hydrology environmental science biology mining engineering civil engineeringstrong written verbal communication skillsstrong analytical skillsstrong attention detailability work basic engineering mathematical concepts principlesability travel perform field workability lift move poundsauthorized work united statesa pre employment drug screening compliance state regulations required must possess valid driver license clean driving record without restrictions tetra tech tetra tech health safety play vital role success tetra tech employees work together comply applicable health safety practices protocols including health orders regulations related covid mandated local state federal authorities tetra tech offers following optional benefits medical dental vision prescription accidental death dismemberment long short term disability health dependent care flexible spending financial benefits group term life optional group term life insurance business travel accident insurance health savings account k employee stock purchase plan time pay employee assistance program adoption assistance leaves absence tetra tech combines resources global multibillion dollar company local client focused delivery locations around world reputation rests technical expertise dedication employees associates working together provide smart scalable solutions challenging projects proud home leading technical experts water environment infrastructure resource management energy international development explore open positions https www tetratech com careers follow us social media learn people culture opportunities linkedin tetratechcareers twitter tetratechjobs facebook tetratechcareers tetra tech proud equal opportunity employer diversity inclusion equity among tetra tech core values throughout history company prioritized equitable inclusion people qualified candidates considered without regard race color religion national origin military veteran status gender age disabilities sexual orientation gender identity pregnancy pregnancy related conditions genetic information characteristics protected law invite resumes interested parties please visit website www tetratech com see array diverse services exciting projects currently working tetra tech vevraa federal contractor request priority referral veterans available positions thank applicants interest however candidates selected interviews contacted please phone calls agencies additional information organization eca
474,474,job words abarca igniting revolution healthcare built company belief smarter technology redefining pharmacy benefits beginning abarca company culture centers around embracing growth mindset theme inspiring excellence encouraging bring best day interns coops work real world projects collaboration teams across abarca health fun along way empowered build community explore passions achieve goals internship coop programs designed encourage bringing solutions ideas life working cutting edge technology experiencing culture community role part data engineering business intelligence teams immersed world healthcare technology impact millions lives data engineer intern determine implement best technique extracting data source system moving business intelligence tools tableau snowflake understand implement variety diverse business intelligence acquisition techniques ensuring compliance standards key role ensure project deliverables consistent long term infrastructure plans role integral component organization business intelligence department delivering bi intelligence informatics data fundamentals job understand data structure meaning source target business intelligence tools tableau snowflakeapply business rules transformations adapt elt processes accommodate changes source systems new business user requirements building unit testing data transformation source data transport population processes environmentassisting business intelligence team delivering information analytic solutions company key stakeholders including members various business units internal external providers internal staff report query testing development using dbt snowflake sql expect bold requirements active student least third year enrolled bachelor master degree computer engineering computer science software engineering related field must taken enjoyed database class previous knowledge sql database design stored procedures computer proficiency knowledge microsoft office products internet experience excellent oral written communication skills proud offer flexible hybrid work model require certain site work days puerto rico location nice knowledge business intelligence designs practices big plus previous knowledge healthcare industry bilingual fluency spanish english physical requirements must able access navigate department organization facilities sedentary work primarily involves sitting standing description intended limit scope job exclude duties mentioned final set specifications position simply meant give readers idea role entails abarca health llc equal employment opportunity employer participates e verify applicant must united states citizen abarca health llc sponsor employment visas time qualified applicants receive consideration employment discriminated basis gender race ethnicity gender identity sexual orientation protected veteran status disability protected group status
